//ODV Spreadsheet file : /home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR23_CHIMIE_odv.txt
//Data treated : 2020-09-24T15:07:24
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>/home/proussel/Documents/OUTILS/CTD/chimie/conversion/PIRATAFR23_CHIMIE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Station	Type	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	Bot. Depth [m]	DEPTH [m]	Bottle nb	PSAL [Psu]	DOX1 [ml/l]	DOX2 [micromole/kg]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	11	 34.953	5.463	237.50	 0.01	 19.700	19.700	  1.41	24.20																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	10	 34.953	5.461	237.40	 0.00	 19.700	19.700	  1.52	24.30																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 9	 34.953	5.484	238.40	 0.00	 19.900	19.800	  1.61	24.20																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 8	 34.952	5.482	238.30	 0.00	 19.800	19.800	  1.63	24.10																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 7	 34.949	5.452	237.00	 0.00	 20.000	20.000	  1.63	24.10																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 6	 34.953	5.463	237.50	 0.00	 20.200	20.200	  1.60	24.10																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 5	 34.953	5.464	237.50	 0.00	 20.000	20.000	  1.62	24.00																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 4	 34.953	5.441	236.50	 0.00	 19.800	19.800	  1.56	23.90																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 3	 34.956	5.456	237.20	 0.00	 19.700	19.700	  1.56	23.90																										
PIRATA Fr23	st001c01	B	2013-05-13T10:05:00z	 -20.000	 +6.500		2000.0	 2	 34.959	5.431	236.10	 0.00	 19.700	19.700	  1.58	23.80																										
