//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR32_CHIMIE_odv.txt
//Data treated : 2025-01-14T16:47:54
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR32_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR32	1	21-Feb-2022T17:23:00Z	 -12.083	+35.083	 16.967	 36.351																																	
PIRATAFR32	2	22-Feb-2022T18:06:00Z	 -14.033	+31.000	 18.562	 36.712	 36.693																																
PIRATAFR32	3	01-Mar-2022T09:40:00Z	 -16.033	+24.067	 18.497	 36.492	 36.716																																
PIRATAFR32	4	02-Mar-2022T08:10:00Z	 -18.000	+20.000	 17.760	 35.920	 35.967																																
PIRATAFR32	5	03-Mar-2022T13:18:00Z	 -19.083	+13.083	 22.495	 35.826	 35.861	 0.07	  0.478	0.406	  0.16	 1.15	0.0996	0.2089	0.0413	0.0376	0.6769	0.0130	0.0294		0.1661		0.0103	0.1395	0.0234	0.0476	0.0677	0.0107		0.0965	0.0965		0.0542	0.0301	1.7494	1.7795	0.0141		
PIRATAFR32	6	03-Mar-2022T18:12:00Z	 -16.017	+12.083	 23.081	 35.746	 35.750	 0.03	  0.041	0.012	  0.06	 0.87																											
PIRATAFR32	7	03-Mar-2022T22:46:00Z	 -20.017	+11.083	 23.643	 35.707	 35.745	 0.02	  0.084	0.061	  0.03	 1.15	0.0042	0.0087	0.0076	0.0064	0.0167			0.0008	0.0173		0.0035	0.0051		0.0006	0.0872		0.0078	0.0212	0.0290		0.0156	0.0555	0.1085	0.1640			
PIRATAFR32	8	04-Mar-2022T03:27:00Z	 -20.017	+10.083	 24.888	 35.443	 35.469	 0.02	  0.060	0.038	  0.03	 1.27																											
PIRATAFR32	9	04-Mar-2022T10:53:00Z	 -20.000	+10.017	 25.319	 35.750	 35.760	 0.02	  0.015	-0.007	  0.02	 1.10	0.0034	0.0081	0.0076	0.0049	0.0071			0.0045	0.0181		0.0038	0.0068		0.0016	0.1095		0.0064	0.0071	0.0135	0.0207		0.0917	0.1128	0.2045	0.0022		
PIRATAFR32	10	05-Mar-2022T14:20:00Z	 -17.050	 +7.000	 29.104	 35.450	 35.469	 0.02	  0.027	0.003	  0.03	 1.07																											
PIRATAFR32	11	05-Mar-2022T22:43:00Z	 -16.033	 +5.083	 28.821	 35.718	 35.723	 0.01	  0.013	0.005	  0.03	 0.96	0.0023	0.0054	0.0085	0.0025	0.0022				0.0101			0.0039			0.1095		0.0048	0.0063	0.0111	0.0150		0.0512	0.0608	0.1120			
PIRATAFR32	12	06-Mar-2022T06:26:00Z	 -15.017	 +5.000	 29.654	 35.282	 35.301	 0.01	  0.009	-0.002	  0.00	 1.02																											
PIRATAFR32	13	06-Mar-2022T15:30:00Z	 -13.067	 +3.083	 31.310	 34.485	 34.457	 0.02	  0.020	0.001	  0.01	 0.96	0.0019	0.0045	0.0091	0.0019	0.0026			0.0008	0.0062			0.0064	0.0011	0.0038	0.0935		0.0030			0.0115		0.0410	0.0689	0.1099			
PIRATAFR32	14	07-Feb-2022T01:47:00Z	 -12.017	 +3.000	 29.971	 34.381	 34.362	 0.01	  0.033	0.019	  0.00	 0.86																											
PIRATAFR32	15	07-Mar-2022T11:27:00Z	 -10.067	 +1.083	 29.837	 34.572	 34.555	 0.01	  0.008	0.000	  0.00	 0.87	0.0022	0.0045	0.0062	0.0021	0.0028			0.0025	0.0141			0.0041		0.0022	0.1069		0.0059	0.0043	0.0102	0.0154		0.0733	0.0614	0.1347	0.0019		
PIRATAFR32	16	12-Mar-2022T18:49:00Z	 -11.000	-11.000	 27.136	 36.621	 36.298	 0.02	  2.156	2.138	  0.10	 1.69									0.0025						0.0550					0.0032		0.0143	0.0055	0.0198			
PIRATAFR32	17	13-Mar-2022T00:20:00Z	  -9.083	-12.000	 27.060	 36.576	 36.581	 0.02	  5.549	5.528	  0.14	 2.89																											
PIRATAFR32	18	13-Mar-2022T05:45:00Z	  -9.083	-13.000	 26.853	 36.947	 36.912							0.0010	0.0014	0.0024	0.0016				0.0074			0.0013			0.0527			0.0030	0.0030	0.0055		0.0181	0.0202	0.0383			
PIRATAFR32	19	13-Mar-2022T11:30:00Z	  -9.083	-14.000	 26.433	 37.011	 37.021	 0.01	  0.044	0.035	  0.12	 0.82																											
PIRATAFR32	20	13-Mar-2022T16:56:00Z	  -9.083	-15.000	 26.350	 36.832	 36.832	 0.01	  0.044	0.038	  0.12	 0.85	0.0019	0.0039	0.0054	0.0030	0.0035				0.0095		0.0113	0.0033		0.0029	0.0675					0.0048		0.0210	0.0287	0.0497			
PIRATAFR32	21	13-Mar-2022T22:35:00Z	  -9.083	-16.000	 26.084	 36.944	 36.947	 0.01	  0.049	0.042	  0.14	 0.69																											
PIRATAFR32	22	14-Mar-2022T04:01:00Z	  -9.083	-17.000	 25.505	 36.756	 36.759	 0.01	  0.063	0.052	  0.19	 0.72		0.0010	0.0013	0.0027	0.0025			0.0008	0.0063		0.0039	0.0018		0.0009	0.0577					0.0066		0.0194	0.0215	0.0409			
PIRATAFR32	23	14-Mar-2022T09:40:00Z	  -9.083	-18.000	 25.591	 36.778	 36.771	 0.01	  0.042	0.029	  0.19	 0.76																											
PIRATAFR32	24	14-Mar-2022T15:19:00Z	  -9.083	-19.000	 25.605	 36.647	 36.682	 0.01	  0.044	0.030	  0.18	 0.70	0.0018	0.0025		0.0032	0.0023				0.0064			0.0012	0.0010	0.0011	0.0581			0.0102	0.0102	0.0034		0.0196	0.0203	0.0399			
PIRATAFR32	25	15-Mar-2022T09:37:00Z	  -8.083	-18.083	 25.557	 36.703	 36.643	 0.02	  0.050	0.030	  0.20	 0.62																											
PIRATAFR32	26	15-Mar-2022T17:46:00Z	  -7.083	-18.000	 25.828	 36.660	 36.657	 0.01	  0.123	0.110	  0.18	 0.60	0.0021	0.0045	0.0059	0.0037	0.0039				0.0097		0.0097	0.0030			0.0664			0.0033	0.0033	0.0072		0.0305	0.0361	0.0666	0.0010		
PIRATAFR32	27	16-Mar-2022T02:00:00Z	  -6.067	-16.083	 25.800	 36.800	 36.826	 0.02	  0.109	0.094	  0.17	 0.61																											
PIRATAFR32	28	18-Mar-2022T16:20:00Z	  -5.050	-15.000	 26.082	 36.806	 36.803	 0.05	  2.745	2.691	  0.22	 1.80					0.0032				0.0025			0.0008			0.0334			0.0025	0.0025	0.0035		0.0183	0.0118	0.0301	0.0037		
PIRATAFR32	29	18-Mar-2022T21:28:00Z	  -5.033	-13.083	 26.716	 36.659	 36.667	 0.01	  0.142	0.130	  0.13	 0.85																											
PIRATAFR32	30	19-Mar-2022T02:15:00Z	  -5.017	-12.000	 26.865	 36.605	 36.664	 0.02	  0.876	0.858	  0.18	 1.16									0.0013						0.0451					0.0038		0.0185	0.0063	0.0248			
PIRATAFR32	31	19-Mar-2022T06:53:00Z	  -4.150	-11.150	 26.958	 36.614	 36.612	 0.01	  0.118	0.109	  0.14	 0.83																											
PIRATAFR32	32	19-Mar-2022T11:51:00Z	  -4.067	-10.083	 27.549	 36.431	 36.586	 0.02	  0.267	0.249	  0.17	 1.01									0.0019						0.0644					0.0050		0.0265	0.0081	0.0346	0.0014		
PIRATAFR32	33	19-Mar-2022T16:10:00Z	  -4.050	-10.000	 27.963	 36.157	 36.169	 0.01	  0.136	0.121	  0.09	 0.82																											
PIRATAFR32	34	19-Mar-2022T21:32:00Z	  -4.033	 -8.083	 28.164	 36.194	 36.194	 0.02	  0.127	0.110	  0.09	 0.84			0.0034	0.0012	0.0018				0.0058		0.0167			0.0020	0.0665					0.0069		0.0314	0.0187	0.0501			
PIRATAFR32	35	20-Mar-2022T02:06:00Z	  -4.017	 -8.000	 28.437	 36.160	 36.156	 0.02	  0.122	0.103	  0.07	 0.83																											
PIRATAFR32	36	20-Mar-2022T07:05:00Z	  -4.000	 -6.083	 28.506	 36.109	 36.105	 0.02	  0.137	0.121	  0.08	 0.86	0.0022	0.0045	0.0049	0.0049	0.0046				0.0121		0.0040	0.0025			0.0951		0.0055	0.0048	0.0103	0.0128		0.0615	0.0423	0.1038			
PIRATAFR32	37	20-Mar-2022T11:57:00Z	  -3.083	 -5.083	 28.638	 35.983	 35.927	 0.01	  0.115	0.108	  0.05	 0.92																											
PIRATAFR32	38	20-Mar-2022T16:00:00Z	  -3.067	 -5.000	 29.320	 39.718	 35.793	 0.01	  0.095	0.084	  0.04	 0.89	0.0021	0.0047	0.0062	0.0034	0.0045				0.0116			0.0042		0.0026	0.1135		0.0032	0.0040	0.0072	0.0121		0.0574	0.0597	0.1171	0.0018		
PIRATAFR32	39	20-Mar-2022T21:42:00Z	  -3.033	 -3.083	 28.906	 35.292	 35.272	 0.01	  0.093	0.083	  0.08	 1.51																											
PIRATAFR32	40	21-Mar-2022T02:37:00Z	  -3.017	 -2.083	 29.046	 35.266	 35.266	 0.02	  0.089	0.071	  0.05	 1.07	0.0022	0.0041	0.0055	0.0038	0.0061				0.0072			0.0022	0.0010		0.0933		0.0042	0.0046	0.0088	0.0122		0.0507	0.0442	0.0949			
PIRATAFR32	41	21-Mar-2022T07:07:00Z	  -3.000	 -2.000	 28.797	 35.699	 35.668	 0.01	  0.087	0.076	  0.05	 0.85																											
PIRATAFR32	42	21-Mar-2022T12:04:00Z	  -2.083	 -1.000	 29.571	 34.471	 34.601	 0.03	  0.107	0.079	  0.01	 0.77																											
PIRATAFR32	43	22-Mar-2022T20:36:00Z	  -3.000	 +0.000	 29.721	 34.319	 34.331	 0.03	  1.002	0.972	  0.07	 1.38																											
PIRATAFR32	44	23-Mar-2022T01:07:00Z	  -4.000	 +0.000	 29.800	 34.501	 34.517	 0.01	  0.081	0.075	  0.01	 0.76		0.0015	0.0025	0.0038	0.0047				0.0086		0.0014	0.0022			0.0799		0.0028	0.0042	0.0070	0.0087		0.0285	0.0340	0.0625			
PIRATAFR32	45	23-Mar-2022T05:37:00Z	  -5.000	 +0.000	 29.235	 34.744	 34.764	 0.01	  0.081	0.072	  0.01	 0.77																											
PIRATAFR32	46	23-Mar-2022T10:06:00Z	  -6.000	 +0.000	 28.757	 35.362	 35.373	 0.01	  0.000	-0.011	  0.02	 0.81	0.0020	0.0043	0.0060	0.0042	0.0042				0.0117		0.0027	0.0044		0.0019	0.1098		0.0034	0.0033	0.0067	0.0141		0.0678	0.0534	0.1212	0.0018		
PIRATAFR32	47	23-Mar-2022T14:30:00Z	  -6.083	 +0.000	 29.339	 35.562	 35.547	 0.01	  0.000	-0.010	  0.02	 0.82																											
PIRATAFR32	48	23-Mar-2022T20:28:00Z	  -8.000	 +0.033	 28.488	 35.562	 35.596	 0.02	  0.000	-0.018	  0.03	 0.90	0.0019	0.0042	0.0057	0.0032	0.0044				0.0108		0.0110		0.0030	0.0014	0.0612			0.0023		0.0087		0.0248	0.0424	0.0672			
PIRATAFR32	49	24-Mar-2022T04:25:00Z	  -8.083	 +0.033	 28.783	 35.134	 35.150	 0.02	  0.000	-0.015	  0.02	 0.84																											
PIRATAFR32	50	26-Mar-2022T14:06:00Z	 -10.083	 +0.000	 29.000	 35.400	 35.437	 0.02	  0.000	-0.022	  0.03	 0.87		0.0039	0.0057	0.0015	0.0023			0.0010	0.0082		0.0024	0.0035		0.0018	0.1182					0.0134		0.0677	0.0443	0.1120	0.0009		
PIRATAFR32	51	26-Mar-2022T19:51:00Z	 -12.000	 +0.000	 28.958	 35.501	 35.511	 0.02	  0.000	-0.021	  0.04	 0.89																											
PIRATAFR32	52	27-Mar-2022T00:51:00Z	 -13.000	 +0.017	 28.880	 35.548	 35.558	 0.03	  0.000	-0.025	  0.04	 0.90	0.0020	0.0037	0.0045	0.0023	0.0034				0.0070		0.0018	0.0021			0.0846		0.0028	0.0026	0.0054	0.0102		0.0424	0.0288	0.0712			
PIRATAFR32	53	27-Mar-2022T04:55:00Z	 -13.067	 +0.017	 29.004	 35.484	 35.478	 0.02	  0.040	0.016	  0.04	 0.89																											
PIRATAFR32	54	27-Mar-2022T11:50:00Z	 -15.000	 +0.017	 29.025	 35.685	 35.679	 0.03	  0.052	0.025	  0.06	 0.93	0.0022	0.0047	0.0060	0.0030	0.0053			0.0020	0.0131		0.0136	0.0074		0.0035	0.1200		0.0041	0.0033	0.0074	0.0188		0.0804	0.0740	0.1544			
PIRATAFR32	55	27-Mar-2022T16:28:00Z	 -15.083	 +0.033	 29.145	 35.248	 35.327	 0.02	  0.009	-0.012	  0.03	 0.81																											
