//ODV Spreadsheet file : /media/irdbrest_ftp/pirata/pirata-data/chemistry/ODV/surface/PIRATAFR26_CHIMIE_odv.txt
//Data treated : 2025-01-14T17:14:02
//<InstrumentType>Chemical bottle analysis</InstrumentType>
//<Source>PIRATAFR26_CHIMIE_SURFACE.xlsx</Sources>
//<DataType>Bottles</DataType>
//<Creator>Pierre.Rousselot@ird.fr</Creator>
//
Cruise	Sample	yyyy-mm-ddThh:mm:ss	Longitude [degrees_east]	Latitude [degrees_north]	SSTP [°C]	SSSP [PSU]	SSS [PSU]	NTIW [micromole/kg]	NTAW+NTIW [micromole/kg]	NTAW [micromole/kg]	PHOW [micromole/kg]	SLCW [micromole/kg]	CHC3 [microgramme/l]	CHCZ [microgramme/l]	PERP [microgramme/l]	BFUP [microgramme/l]	FUCP [microgramme/l]	NEXW [microgramme/l]	PXAP [microgramme/l]	VIOW [microgramme/l]	HFUP [microgramme/l]	ATXA [microgramme/l]	DXAP [microgramme/l]	AXAP [microgramme/l]	TXAP [microgramme/l]	ZXAP [microgramme/l]	LUTW [microgramme/l]	CHBD [microgramme/l]	CH2P [microgramme/l]	CHLB [microgramme/l]	AACP [microgramme/l]	BBCP [microgramme/l]	PHEP [microgramme/l]	CHAD [microgramme/l]	CH1P [microgramme/l]	CPHL [microgramme/l]	PHEA [microgramme/l]	CXAP [microgramme/l]
PIRATAFR26	1	08-Mar-2016T14:25:00Z	 -24.050	+15.083	 23.379	 35.865	 35.849	 0.00	  0.000	0.000	  0.04	 0.29	0.0239	0.0220	0.0039	0.0175	0.0585	-99999.0000	0.0019	0.0023	0.0553		0.0310	0.0023	0.0065	0.0814		0.0023	0.0168		-99999.0000	0.0236		0.0259	0.2686		0.0048		
PIRATAFR26	2	08-Mar-2016T20:40:00Z	 -24.017	+14.083	 23.307	 35.906	 35.914	 0.00	  0.000	0.000	  0.07	 0.29																											
PIRATAFR26	3	09-Mar-2016T02:30:00Z	 -23.067	+13.083	 23.440	 35.810	 35.843	 0.02	  0.000	0.000	  0.07	 0.20	0.0243	0.0233	0.0035	0.0291	0.0329	0.0026	0.0051	0.0032	0.0735		0.0137	0.0045	0.0013	0.0691		-99999.0000	0.0326		-99999.0000	0.0253		0.0195	0.2864		-99999.0000		
PIRATAFR26	4	09-Mar-2016T07:46:00Z	 -23.033	+12.083	 23.750	 35.827	 35.831	 0.01	  0.000	0.000	  0.05	 0.29																											
PIRATAFR26	5	09-Mar-2016T13:22:00Z	 -22.083	+11.083	 24.590	 35.767	 35.764	 0.01	  0.000	0.000	  0.03	 0.59	0.0068	0.0075	0.0026	0.0075	0.0149	-99999.0000	-99999.0000	0.0019	0.0286		0.0149	-99999.0000	0.0052	0.0935		0.0045	0.0052		0.0156	-99999.0000		0.0584	0.1074		-99999.0000		
PIRATAFR26	6	09-Mar-2016T22:04:00Z	 -22.083	+10.083	 24.879	 35.798	 35.771	 0.01	  0.488	0.488	  0.16	 0.98																											
PIRATAFR26	7	10-Mar-2016T03:18:00Z	 -22.083	 +9.083	 25.480	 35.818	 35.818	 0.01	  0.000	0.000	  0.04	 0.78	0.0084	0.0107	0.0058	0.0113	0.0123	-99999.0000	-99999.0000	0.0019	0.0365		0.0107	-99999.0000	-99999.0000	0.1444		0.0074	0.0087		0.0213	-99999.0000		0.0775	0.1179		-99999.0000		
PIRATAFR26	8	10-Mar-2016T08:22:00Z	 -23.000	 +8.083	 26.504	 35.813	 35.815	 0.00	  0.000	0.000	  0.02	 0.78																											
PIRATAFR26	9	10-Mar-2016T13:35:00Z	 -23.000	 +7.083	 27.240	 35.892	 35.888	 0.00	  0.000	0.000	  0.02	 0.68	0.0045	0.0058	0.0039	0.0052	0.0074	-99999.0000	-99999.0000	0.0019	0.0235		0.0142	-99999.0000	0.0055	0.0963		0.0048	0.0039		-99999.0000	0.0190		0.0561	0.0986		-99999.0000		
PIRATAFR26	10	10-Mar-2016T18:24:00Z	 -23.000	 +6.083	 27.573	 35.989	 35.869	 0.00	  0.098	0.098	  0.03	 0.78																											
